"TITLE","DESCRIPTION","CONTENT"
"HLV Gong Oh-kyun mất quyền chỉ đạo ở CAHN ","Lãnh đạo CLB Công an Hà Nội tạm treo quyền chỉ đạo của ê-kip HLV Gong Oh-kyun do thành tích yếu kém ở V-League 2023-2024.","Thay đổi về nhân sự ban huấn luyện đã được thông báo đến cầu thủ CAHN tối 23/12, một ngày sau thất bại 1-2 trên sân của Khánh Hòa tại vòng 7.Theo đó, ê kíp của HLV Gong ""tạm nghỉ cho đến hết trận gặp Bình Dương ngày 26/12"", và ""sẽ có ban huấn luyện khác điều hành"" nhưng chưa công bố cụ thể. Tìm hiểu của VnExpress, quyền chỉ đạo sẽ được trao trở lại cho ông Trần Tiến Đại, người dẫn dắt CAHN trước khi đội bóng ký hợp đồng với HLV Gong.Ông Gong từng đưa Việt Nam vào tứ kết giải U23 châu Á năm 2022. Khi đó, ông gây ấn tượng mạnh vì khuyến khích cầu thủ trẻ cầm bóng, phối hợp ngắn và chơi tấn công. Tuy nhiên, điều đó không được tái hiện khi Gong đến CAHN giữa tháng 11.Sau khi ra mắt bằng chiến thắng HAGL ở Cup Quốc gia, nhà cầm quân người Hàn Quốc cùng học trò trải qua bốn trận liên tiếp không thắng ở V-League, trong đó có hai thất bại trước Hải Phòng, Khánh Hoà và hai trận hoà với Nam Định, Quảng Nam. Hiện, CAHN rơi xuống thứ tám với chín điểm, kém đầu bảng của Nam Định tới bảy điểm.Ông Đại từng là Giám đốc kỹ thuật của CAHN, nhưng thường xuyên đứng chỉ đạo rồi chuyển sang làm HLV trưởng trước vòng áp chót V-League mùa 2023, khi đội bóng này vô địch. Ông cầm lái thêm ba vòng ở mùa 2023-2024, giành hai chiến thắng và một hoà trước khi nhường vị trí cho HLV Gong.Ông Đại sau đó viết lời chia tay, rời nhóm ban huấn luyện, không sinh hoạt cùng CAHN nhưng vẫn được đăng ký chức danh Giám đốc Kỹ thuật. Ngày 21/12, một ngày trước trận đấu Khánh Hoà, ông bay vào Nha Trang để hội quân cùng đội. Sau trận, HLV Gong nói trong họp báo rằng đó là trận đấu ""phải thắng"" của ông nhưng không được như ý.Ông Đại từng là cầu thủ của Công an TP HCM nhưng thường dự bị. Giải nghệ, ông trở thành một trong những nhà môi giới cầu thủ đầu tiên và có tiếng tăm ở Việt Nam. Ông sau đó làm kinh doanh rồi quản lý thể thao. Trong sự nghiệp, ông từng làm Giám đốc Điều hành CLB Ninh Bình năm 2010, Xuân Thành Sài Gòn giai đoạn 2012-2013. Năm 2018, ông giữ chức Chủ tịch Sài Gòn FC, nhưng chỉ nửa năm thì chia tay. Cả ba CLB trên đều không còn hoạt động.CAHN sẽ đá trận tiếp theo vào ngày 26/12, tiếp Bình Dương - đội cùng có 16 điểm như Nam Định nhưng đứng thứ hai do kém hiệu số bàn thắng-bại."
"Mourinho: 'Nếu Roma mạnh, tôi chỉ là HLV tầm thường' ","ItalyHLV Jose Mourinho nói đùa khi đề cập đến những khó khăn đang đối mặt cùng Roma, sau trận thắng Napoli 2-0 vòng 17 Serie A.","Chiến thắng 2-0 giúp Roma vượt mặt chính Napoli lên thứ sáu Serie A với 28 điểm, hơn đối thủ một điểm. Ngày 30/12, CLB thủ đô Italy có trận khó khăn khác khi hành quân tới sân của Juventus - CLB đang đứng thứ hai Serie A.""Inter Milan và Juventus đang bay cao vì hai lý do - họ có những HLV giỏi và đội hình giàu chất lượng chiều sâu với hai cầu thủ cho mỗi vị trí. Nếu có đầy đủ nhân sự, Roma sẽ có đội hình mạnh và tôi chỉ là một HLV tầm thường"", Mourinho bông đùa khi được hỏi về tương quan với hai ông lớn đang dẫn đầu Serie A.Roma mùa này hầu như luôn không có đủ cầu thủ trụ cột vì hàng loạt ca chấn thương. Trước Napoli hôm qua, do Paulo Dybala nghỉ dài hạn, Mourinho phải xếp Andrea Belotti đá cặp với Lukaku. Với hai tiền đạo cao to như vậy, Roma đá trực diện với những cú phất dài nhắm thẳng vào bộ đôi trung vệ của Napoli. Sau khi đá hơn người, Mourinho tung Pellegrini và El Shaarawy để tăng cường sự sáng tạo và kỹ thuật.Trước giờ bóng lăn, Mourinho dặn các học trò rất kỹ về việc phải thắng để tặng quà Giáng sinh cho người hâm mộ. HLV 60 tuổi cho rằng Roma đá tốt, kiểm soát thế trận từ khi Napoli còn đủ quân số và tận dụng tốt việc được đá hơn người.Trận đấu trên sân Olimpico hôm 23/12 diễn ra căng thẳng, khi trọng tài Andrea Colombo rút hai thẻ đỏ với Matteo Politano, Victor Osimhen. Ngoài ra, ông còn rút tới 11 thẻ vàng, gồm cả HLV hai đội là Mourinho và Walter Mazzarri vì lỗi phản ứng.Thực tế, từ trước khi hơn người, Roma đã chơi tốt hơn và tạo nhiều cơ hội. Nhưng chủ nhà chỉ ghi bàn sau khi đối thủ bị đuổi người. Phút 76, sau khi Politano nhận thẻ đỏ trực tiếp vì đá vào người Nicola Zalewski, Roma vượt lên nhờ cú xoay người dứt điểm của Lorenzo Pellegrini.Phút bù thứ sáu, sau khi Osimhen nhận thẻ vàng thứ hai vì phạm lỗi với Stephan El Shaarawy, trung vệ Evan N'Dicka dâng cao tạt bóng để Romelu Lukaku loại bỏ Giacomo Raspadori rồi sút về góc gần, ấn định tỷ số 2-0.Sức nóng của trận đấu còn thể hiện qua hai tình huống Mourinho nổi nóng với bộ đôi trụ cột Napoli Kvicha Kvaratskhelia và Victor Osimhen ở hiệp một. Nhưng nhà cầm quân của Roma đều kiềm chế cảm xúc rồi nhanh chóng tỏ ra dịu dàng với hai cầu thủ này.Phút 38, Kvaratskhelia đi bóng bên sân nhà rồi chuyền về cho Mario Rui. Cầu thủ người Georgia lăn ra sân khi chịu tác động từ phía sau của Bryan Cristante và khiến đối thủ nhận thẻ vàng. Đứng cách đó vài mét, Mourinho ngồi xuống sân ôm mặt, phàn nàn về phán quyết này rồi bị phạt thẻ vàng.Khi Kvaratskhelia đi ngang qua, HLV Bồ Đào Nha đã đuổi theo và hét lớn ""Đủ rồi, đủ rồi. Tôn trọng nhau đi nào"". Hai người tiếp tục tranh cãi gay gắt cho đến khi Mourinho đưa hai tay lên mặt Kvaratskhelia và đưa ra lời khuyên.Không lâu sau, Mourinho cũng trò chuyện tương tự với Osimhen rồi hôn lên má tiền đạo Nigeria. ""Người đặc biệt"" được cho không hài lòng với tình huống ăn vạ của Osimhen ở phút 35. Khi đó, tiền đạo Napoli xâm nhập vòng cấm rồi ngã xuống khi tay của Leandro Paredes sượt qua mặt. Osimhen nằm ôm mặt khá lâu, nhưng trọng tài Andrea Colombo không cắt còi."
"Tuyệt phẩm đánh đầu ngược củng cố vị trí cho Inter ","ItalyTrung vệ Yann Bisseck ghi bàn đẹp góp công vào chiến thắng 2-0 của Inter trước Lecce ở vòng 17 Serie A, tối 23/12.","Phút 43, sau quả đá phạt treo bóng vào vòng cấm Lecce, Bisseck nhảy lên trong thế quay lưng về phía khung thành. Trung vệ người Đức không nhìn hướng, nhưng vẫn có thể đánh đầu ngược đưa bóng vào góc xa mở tỷ số cho Inter.Bàn còn lại của Inter cũng mang yếu tố tương tự. Khi trận đấu bước sang phút 78, tiền đạo Marko Arnautovic xoay lưng về phía khung thành và đánh gót kiến tạo vào vòng cấm. Trong khi các hậu vệ Lecce hoàn toàn bất ngờ, tiền vệ Nicolo Barella băng xuống hạ thủ môn Wladimiro Falcone trong thế đối mặt.Arnautovic đá chính trận này thay Lautaro Martinez, tiền đạo đội trưởng phải nghỉ do chấn thương. Thiếu cầu thủ ghi 15 bàn trong 16 trận Serie A từ đầu mùa, nhưng Inter vẫn đủ mạnh để áp đảo Lecce. Đội dẫn đầu kiểm soát bóng 66% và dứt điểm 17 lần, hơn đội xếp thứ 12 bảy lần.Ngoài bàn mở tỷ số, Bisseck còn có pha đệm bóng trúng xà. Arnautovic cũng bỏ lỡ một cơ hội ngon ăn khi sút cận thành ra ngoài. Trong khi đó, hầu hết các pha lên bóng của Lecce không đủ uy hiếp thủ môn Yann Sommer. Phút 84, Lecce mất Lameck Banda do phản ứng quá khích với trọng tài, nhưng Inter không tận dụng được lợi thế hơn người để nâng cao cách biệt.Sau trận thắng 2-0, Inter củng cố vị trí dẫn đầu với 44 điểm. Họ hơn đội xếp thứ hai Juventus bốn điểm và đội xếp thứ ba Milan 11 điểm. Đối thủ cùng thành phố với Inter gần như đã bị loại khỏi cuộc đua tới chức vô địch Serie A, chỉ sau 17 vòng.Inter chỉ thua một trong 17 vòng (1-2 trước Sassuolo). Họ bất bại 11 vòng gần nhất, trong đó có chín chiến thắng và hai trận hòa. Inter đang có cùng 19 chức vô địch Serie A với Milan, trong khi Juventus giàu thành tích nhất với 36 chức vô địch."
"Napoli bị đuổi 2 người khi thua Roma ","ItalyHai tiền đạo Matteo Politano và Victor Osimhen bị truất quyền thi đấu khi Napoli thua 0-2 trên sân Roma ở vòng 17 Serie A.","Phút 66, Matteo Politano cắt đường chuyền ngang lỗi của Romelu Lukaku rồi bứt tốc, mở ra cơ hội phản công cho Napoli. Nhưng anh bị Nicola Zalewski ngăn chặn với pha kéo áo bằng cả hai tay. Cầu thủ Napoli phản ứng bằng cách giơ chân đá nhẹ vào phần đùi Zalewski và khiến đối thủ nằm sân. Trọng tài chính Andrea Colombo chạy tới rút thẻ vàng với Zalewski rồi phạt thẻ đỏ trực tiếp với Politano.Phút 73, Victor Osimhen đuổi bóng, phạm lỗi với trung vệ Diego Llorente từ phía sau và nhận thẻ vàng. Tiền đạo Nigeria nhận thẻ vàng thứ hai vì lỗi tương tự với Stephan El Shaarawy ở phút 86 và phải rời sân sớm. Anh phân bua đã thu chân và không chạm vào người El Shaarawy, nhưng trọng tài không thay đổi quyết định.Trận đấu trên sân Olimpico hôm 23/12 diễn ra căng thẳng. Ngoài hai thẻ đỏ, trọng tài Colombo còn rút tới 11 thẻ vàng, gồm cả HLV hai đội là Jose Mourinho và Walter Mazzarri vì lỗi phản ứng.Thực tế, từ trước khi hơn người, Roma đã thi đấu tốt hơn và tạo nhiều cơ hội. Phút 19, Lukaku nhả vừa tầm để Edoardo Bove băng lên dứt điểm một chạm từ ngoài vòng cấm đưa bóng chạm vào mép trên xà ngang. Hai phút sau, đến lượt người đá cặp với Lukaku, Andrea Belotti bứt tốc bên cánh phải rồi căng ngang vừa tầm, nhưng pha đệm ở khoảng cách 3m của Bove bị Alex Meret cản phá. Bên ngoài sân, Mourinho nhăn nhó và lấy tay che mặt vì tiếc nuối.Roma chỉ vượt lên ở phút 76, sau khi có lợi thế về quân số. El Shaarawy sút từ ngoài vòng cấm không trúng tâm bóng, vô tình thành đường kiến tạo để Lorenzo Pellegrini xoay người đá nối chéo góc khiến Meret chôn chân. Pellegrini ghi bàn sau khi vào sân thay người tại Serie A lần đầu tiên kể từ trận Roma - Lazio ngày 29/9/2018.Kịch bản tương tự diễn ra ở phút bù thứ sáu, khi Roma ghi thêm bàn sau khi Osimhen bị đuổi. Trong pha phản công ""4 đấu 1"", trung vệ Evan N'Dicka dâng cao tạt bóng để Lukaku loại bỏ Giacomo Raspadori rồi sút về góc gần, ấn định tỷ số 2-0.Chiến thắng này giúp Roma vượt mặt chính Napoli lên thứ sáu Serie A với 28 điểm, hơn đối thủ một điểm. Ngày 30/12, thầy trò Mourinho có trận khó khăn khác gặp Juventus, còn Napoli trở về sân nhà gặp Monza trước đó một ngày.Đội hình thi đấuRoma: Patricio, Llorente, Ndicka, Mancini, Bove, Cristante, Paredes (Azmoun 71), Zalewski (El Shaarawy 71), Kristensen (Celik 75), Belotti (Pellegrini 71), Lukaku.Napoli: Meret, Jesus (Natan 88), Rrahmani, Rui (Zerbin 81), Di Lorenzo, Lobotka (Cajuste 56), Zielinski (Gaetano 88), Anguissa, Osimhen, Kvaratskhelia (Raspadori 87), Politano."
"Guardiola sẵn sàng cho chương mới cùng Man City ","Arab SaudiTheo HLV Pep Guardiola, Man City đã khép lại chu kỳ thành công khi vô địch FIFA Club World Cup để hoàn tất bộ sưu tập danh hiệu và nóng lòng mở ra chương mới.","""Đây là ngày đẹp trời"", Guardiola nói sau trận thắng Fluminense 4-0 ở chung kết FIFA Club World Cup. ""Tôi rất hài lòng và có cảm giác chúng tôi đã khép lại một chương. Man City đã đoạt danh hiệu có thể, và tôi có cảm giác công việc đã hoàn thành. Hành trình tám năm qua đã kết thúc"".Từ khi tiếp quản đội năm 2016, Guardiola giúp Man City đoạt năm chức vô địch Ngoại hạng Anh, hai Cup FA, bốn Cup Liên đoàn, hai Siêu Cup Anh, một Champions League, một Siêu Cup châu Âu và một FIFA Club World Cup.Guardiola tự hào khi hoàn tất bộ sưu tập danh hiệu và khẳng định Man City còn nguyên khát khao gặt hái thêm những thành công. ""Bây giờ, chúng tôi nghỉ ngơi một chút vào dịp Giáng sinh và mua một cuốn sách khác. Hãy mua một cuốn sách mới và viết nên những trang sử đẹp đẽ"", HLV Tây Ban Nha ví von. ""Tôi chưa từng nghĩ có thể vô địch Club World Cup và đoạt mọi danh hiệu khi đến Manchester"".Tính riêng năm 2023, Man City đoạt năm danh hiệu là Ngoại hạng Anh, Cup FA, Champions League, Siêu Cup châu Âu, FIFA Club World Cup và thành CLB nước Anh đầu tiên làm được điều này. Man City chỉ lỡ hai danh hiệu khi thua Southampton 0-2 ở tứ kết Cup Liên đoàn và thua Arsenal trên loạt đá luân lưu ở trận tranh Siêu Cup Anh.""Giành cú ăn ba thực sự đặc biệt nhưng việc đoạt thêm hai danh hiệu nữa để nắm giữ năm danh hiệu lớn này cho thấy tâm lý đặc biệt của tập thể này"", Guardiola nói tiếp. ""Đây là điều mà chưa CLB Anh nào đạt được và chúng tôi sẽ luôn nhớ khoảng thời gian tuyệt vời này"".Trong trận chung kết FIFA Club World Cup trên sân King Abdullah, Jeddah, Arab Saudi ngày 22/12, Man City áp đảo, kiểm soát bóng 55%, dứt điểm 15 lần với tám cú trúng đích - so với 5 và 2 Fluminense. Đoàn quân dưới trướng Guardiola ghi bốn bàn chia đều cho hai hiệp nhờ cú đúp của Julian Alvarez, pha lập công của Phil Foden và bàn đá phản của Nino.Vết gợn trong chiến thắng của Man City là việc tiền vệ trụ cột Rodri nhận pha vào bóng thô bạo từ Alexsander và phải rời sân nhường chỗ cho Manuel Akanji ở phút 74. Guardiola chưa nói chuyện với đội ngũ bác sĩ, nhưng lạc quan rằng Rodri không gặp vấn đề nghiêm trọng.Trong khi đó, tiền vệ Tây Ban Nha nói với Sky Sports: ""Thành thật mà nói, tôi rất may mắn. Tôi nghĩ đây là một trong những pha tắc bóng tồi tệ nhất mà tôi từng gặp phải trong sự nghiệp. Thật đáng sợ vì tôi cảm thấy khó chịu ở đầu gối, nhưng may mắn là không có vấn đề gì. Tôi suýt khóc vì điều đó rất đáng lo ngại nhưng không sao cả"".Man City sẽ có ít ngày tận hưởng chức vô địch FIFA Club World Cup lần đầu tiên trong lịch sử CLB, trước khi hành quân tới sân của Everton ở vòng 19 Ngoại hạng Anh ngày 27/12."
"Man City vô địch FIFA Club World Cup ","Arab SaudiThầy trò Pep Guardiola hoàn tất ""cú ăn 5"", sau khi hạ Fluminense 4-0 ở chung kết FIFA Club World Cup hôm 22/12.","Ghi bàn: Alvarez 1', Nino 27' (phản lưới), Foden 72', Alvarez 88'.Bàn mở tỷ số ngay giây 40 của Julian Alvarez giúp Man City dễ đá và kiểm soát trận đấu từ đầu đến cuối. Dù vắng những trụ cột hàng công như Erling Haaland, Kevin De Bruyne hay Jeremy Doku, đại diện Anh vẫn tỏ ra vượt trội đối thủ Nam Mỹ. Chiến thắng 4-0 tại sân King Abdullah Sports giúp Man City trở thành đội bóng Anh đầu tiên giành năm danh hiệu trong một năm dương lịch. Thầy trò Pep Guardiola cũng nối dài mạch vô địch của các CLB châu Âu tại FIFA Club World Cup lên con số 11.Tràn lên ngay sau khai cuộc, Man City sớm ghi bàn từ đường chuyền lỗi của hậu vệ kỳ cựu Marcelo. Sau khi Nathan Ake sút xa trúng cột dọc, Julian Alvarez có mặt kịp thời dứt điểm bằng ngực vào lưới trống.Fluminense cố gắng vùng lên sau khi thủng lưới, nhưng khoảng cách trình độ khiến đại diện Nam Mỹ tấn công không hiệu quả. Những gì họ làm được chỉ là các cú sút xa không gây nguy hiểm lên khung thành Ederson.Khi chưa tìm thấy phương án xuyên thủng hàng thủ Man City, Fluminense đã phải nhận bàn thua thứ hai cũng từ một lỗi của hàng thủ ở phút 27. Từ quả căng ngang của Phil Foden, Nino lăn xả cản phá nhưng vô tình khiến bóng đi vào lưới nhà.HLV Guardiola trước trận đánh giá cao lối chơi ban bật có nhịp điệu của Fluminense, nhưng đại diện Nam Mỹ không trình diễn được thứ bóng đá đó trước đối thủ quá mạnh. Phải đến cuối hiệp một, Fluminense mới khiến Ederson phải trổ tài từ quả đánh đầu của Jhon Arias.Sự nôn nóng và bất lực khiến đội bóng Nam Mỹ đá rắn hơn trong hiệp hai, trong khi Man City chủ động giảm nhịp độ trận đấu. Đến giữa hiệp, đại diện Anh có bàn thứ ba cũng bắt nguồn từ đường chuyền hỏng của đối thủ. Alvarez thoát xuống căng ngang cho Foden đệm bóng cận thành nâng tỷ số lên 3-0.Man City cũng chỉ vui được hai phút, bởi tiền vệ trụ cột Rodri phải rời sân vì chấn thương sau pha vào bóng bằng gầm giày của Alexander. Rodri sau đó vẫn di chuyển được lên bục nhận giải Cầu thủ hay nhất FIFA Club World Cup.Nhờ Rodri và hàng thủ chắc chắn, Man City không thủng lưới bàn nào tại giải. Họ ghi bảy bàn qua hai trận, trong đó bàn cuối cùng do công Alvarez - người chơi hay nhất trận chung kết. Nhân bóng trong cấm địa, tiền đạo Argentina loại bỏ hậu vệ đối phương rồi dứt điểm chéo góc đánh bại thủ thành Fabio để ấn định chiến thắng 4-0.Man City lần đầu giành chức vô địch FIFA Club World Cup - danh hiệu mà HLV Guardiola mô tả rằng có thể chỉ đến một lần trong đời. Thực tế, chiến lược gia Tây Ban Nha đã bốn lần vô địch giải đấu này, trong đó có hai lần cùng Barca và một lần cùng Bayern. Từ năm 2025, việc lên ngôi tại giải sẽ khó khăn hơn, với thể thức mới gồm 32 đội tham dự.Dưới trường Guardiola, Man City giành 16 danh hiệu trong bảy năm. Tính riêng trong năm 2023, họ đăng quang ở năm đấu trường, gồm Ngoại hạng Anh, Champions League, Cup FA, Siêu cup châu Âu và FIFA Club World Cup.Đội hình thi đấuMan City: Ederson; Walker, Dias, Stones (Gvardiol 75), Ake (Bobb 81); Lewis (Kovacic 61), Rodri (Akanji 74); Silva, Foden (Nunes 81), Grealish; Alvarez.Fluminense: Fabio; Xavier, Nino (Marlon 74), Melo (Barbosa 61), Marcelo (Alexsander 61); Andre, Martinelli; Arias, Ganso (Lima 60), Keno (Kennedy 46); Cano"
"Ronaldo ghi bàn thứ 870 ","Arab SaudiTiền đạo 38 tuổi Cristiano Ronaldo lập kỷ lục ghi bàn mới, và kiến tạo giúp Al Nassr thắng Al Ettifaq 3-1 ở vòng 18 Pro League.","Vài năm qua, bàn nào của Ronaldo cũng là kỷ lục, và lần này anh tiến gần hơn tới cột mốc 900 bàn. Phút 72, khi chủ nhà đang dẫn 2-0, tiền đạo Sadio Mane bị hậu vệ Abdulrahamn Yousef dùng tay cản ngã trong cấm địa đội khách, đem về phạt đền. Sau một hồi nói gì đó với Mane, đội trưởng Ronaldo sút 11m căng về góc thấp bên trái khiến thủ môn Paulo Victor đoán đúng hướng cũng không thể chạm vào bóng.Dù bàn thắng không có nhiều ý nghĩa về kết quả, Ronaldo vẫn mừng ra mặt và chạy tới gần cột phạt góc, nhảy cao và xoay người rồi hét lên ""siuuu"". Hàng nghìn khán giả trên sân Đại học King Saud cũng hô vang theo thủ quân đội nhà. Đây là bàn thứ 51 của Ronaldo trong năm 2023, đồng thời là bàn 870 của sự nghiệp sau 1.202 trận đấu.Thủ quân Bồ Đào Nha còn nâng kỷ lục ghi bàn mọi thời lên 49 bàn nhiều hơn người đứng sau Lionel Messi. Số bàn Ronaldo đã ghi được trong sự nghiệp nhiều hơn Ronaldo Nazario (414 bàn) và Thierry Henry (417) gộp lại. Nếu không tính số bàn cho Al Nassr, Ronaldo vẫn đứng trên Messi về thành tích ghi bàn.Đội trưởng Al Nassr còn đánh đầu kiến tạo một chạm cho Marcelo Brozovic ghi bàn nâng tỷ số lên 2-0 ở phút 59 sau khi cầu thủ đội khách phá bóng không tốt. Cú đánh đầu của Ronaldo vừa đủ lực để tiền vệ người Croatia lao xuống đệm bóng trong thế đối mặt về góc gần vào lưới. Cả hai bàn Brozovic đã ghi cho Al Nassr đều do Ronaldo kiến tạo. Siêu sao 38 tuổi giơ tay lên mừng bàn khi thấy bóng vào lưới, rồi chạy đến chia vui với đàn em.Ronaldo đã kiến tạo 249 bàn trong sự nghiệp. Anh còn dẫn đầu danh sách ghi bàn (17) lẫn kiến tạo (9) tại Pro League mùa này, dù mới chơi 16 trận. Trung bình mỗi trận, anh ghi dấu giày vào hơn 1,6 bàn.Al Nassr cũng chơi áp đảo đoàn quân của Steven Gerrard trong trận này, khi đến phút 60 đội khách vẫn chưa dứt điểm. Có trong tay hai tiền vệ Georginio Wijnaldum và Jordan Henderson, nhưng Ettifaq chơi thụ động. Họ chỉ ghi bàn ở những phút cuối khi Al Nassr đã lỏng chân. Còn bàn mở tỷ số của đội nhà là tuyệt phẩm vô-lê một chạm của hậu vệ Alex Telles từ cự ly 25 m đưa bóng về góc cao.Dù ghi bàn và kiến tạo, hiệu suất dứt điểm của Ronaldo trận này không cao. Anh phải chờ tới cú sút thứ 10 trong trận mới ghi bàn, lại từ phạt đền. Trong chín pha dứt điểm trước đó, anh hai lần sút chệch, ba lần đá trúng đối thủ, và bốn lần bị thủ môn phá ra."
"Inzaghi giành điểm trong ngày tái ngộ Milan ","ItalyHLV Filippo Inzaghi giúp đội bóng cuối bảng Salernitana hòa 2-2 trước Milan, ở vòng 17 Serie A, tối 22/12.","Phút 17, Fikayo Tomori đánh đầu cận thành mở tỷ số cho Milan. Tuy nhiên, trước những pha phản công hiệu quả của Salernitana, đội khách không duy trì được lợi thế. Cầu thủ cũ của Inter, Antonio Candreva liên tục đe dọa cánh trái của Milan. Phút 42, từ quả tạt của Candreva, Federico Fazio đánh đầu san bằng tỷ số 1-1.Salernitana tiếp tục chơi hiệu quả hơn sau giờ nghỉ. Đội chủ nhà kiểm soát bóng 34% nhưng dứt điểm hướng khung thành bảy lần, chỉ kém đối thủ hai lần. Phút 63, Candreva một lần nữa hóa người hùng khi sút xa nâng tỷ số lên 2-1. Sau cú sút của tiền đạo 36 tuổi, thủ môn Mike Maignan đẩy không đủ mạnh khiến bóng bật tay bay vào góc gần.Sau cú ngược dòng của Salernitana, Milan tràn lên ép sân. Họ kịp gỡ hòa và giành một điểm ở phút 90. Olivier Giroud đánh đầu chuyền bóng cho Luka Jovic vô lê san bằng tỷ số 2-2.Mất hai điểm trong tầm tay, nhưng HLV Filippo Inzaghi vẫn có thể hài lòng khi chấm dứt được chuỗi ba trận thua liên tiếp. Inzaghi dẫn dắt Salernitana từ ngày 10/10, nhưng mới chỉ giành một chiến thắng và ba trận hòa trong chín vòng Serie A. Trước trận hòa Milan, báo chí Italy đưa tin ban lãnh đạo chuẩn bị sa thải ông.Khi còn thi đấu, Inzaghi là huyền thoại của Milan. Ông từng ghi 126 bàn trong 300 trận cho Milan, giành hai Champions League và hai Serie A. Trong trận chung kết Champions League 2017, Inzaghi ghi cả hai bàn giúp Milan thắng Liverpool 2-1.Trong sự nghiệp HLV, Inzaghi từng giành Serie C với Venezia và Serie B với Benevento. Em của ông, Simone Inzaghi thành công hơn, giành ba Cup Italy, bốn Siêu Cup Italy và vào chung kết Champions League 2022-2023.Sau trận hòa Salernitana, Milan tiếp tục xếp thứ ba với 33 điểm sau 17 trận. Inter đang dẫn đầu với 41 điểm, còn Juventus xếp thứ hai với 37 điểm, nhưng đều chơi ít hơn một trận. Trong khi đó, Salernitana tiếp tục xếp cuối bảng với chín điểm, kém khu vực an toàn bốn điểm."
